epsilon: ,repetitions
0: ,1.0,1.0,0.586206896552,1.0,1.0,1.0,0.310344827586,1.0,1.0,0.551724137931,0.413793103448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48275862069,1.0,1.0,1.0,1.0,0.51724137931,0.48275862069,1.0,0.48275862069,1.0,1.0,1.0,1.0,1.0,0.586206896552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
